symbol,shortName,sector,industry,longBusinessSummary,marketCap,logo_url
PTON,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure,"Peloton Interactive, Inc. provides interactive fitness products in North America and internationally. It offers connected fitness products, such as the Peloton Bike and the Peloton Tread, which include touchscreen that streams live and on-demand classes. The company also provides connected fitness subscriptions for multiple household users, and access to all live and on-demand classes, as well as Peloton Digital app for connected fitness subscribers to provide access to its classes. As of June 30, 2020, it had approximately 3.1 million members. The company markets and sells its interactive fitness products directly through its retail showrooms and at onepeloton.com. Peloton Interactive, Inc. was founded in 2012 and is headquartered in New York, New York.",32772360192,https://logo.clearbit.com/onepeloton.com
